,SG_UF,SG_UE,NM_UE,CD_MUNICIPIO,NM_MUNICIPIO,NR_PARTIDO,SG_PARTIDO,QT_VOTOS_NOMINAIS
289737,MG,BR,BRASIL,51535,SANTA JULIANA,13,PT,2664
289738,RJ,BR,BRASIL,58254,CASIMIRO DE ABREU,13,PT,5101
289739,SP,BR,BRASIL,61336,AMÉRICO BRASILIENSE,13,PT,7524
289758,SP,BR,BRASIL,63630,CRAVINHOS,13,PT,3539
289759,SP,BR,BRASIL,65897,JACAREÍ,13,PT,12527
289760,SP,BR,BRASIL,68551,PIACATU,13,PT,930
289761,SP,BR,BRASIL,72230,VALENTIM GENTIL,13,PT,1616
290052,BA,BR,BRASIL,37079,MALHADA DE PEDRAS,13,PT,4028
290071,MG,BR,BRASIL,50873,RESSAQUINHA,13,PT,1776
290072,SP,BR,BRASIL,64777,GUARULHOS,13,PT,17622
290083,SP,BR,BRASIL,66397,LIMEIRA,13,PT,13125
290096,RS,BR,BRASIL,85103,ENTRE-IJUÍS,13,PT,2402
290097,RS,BR,BRASIL,85928,ENTRE RIOS DO SUL,13,PT,910
290098,RS,BR,BRASIL,87769,SÃO JOSÉ DAS MISSÕES,13,PT,973
290099,MS,BR,BRASIL,91375,PORTO MURTINHO,13,PT,1957
290335,MG,BR,BRASIL,41920,CONFINS,17,PSL,2985
290336,MG,BR,BRASIL,50172,PIRANGUÇU,17,PSL,2411
290337,MG,BR,BRASIL,53031,SÃO THOMÉ DAS LETRAS,17,PSL,1291
290338,MG,BR,BRASIL,54054,UMBURATIBA,17,PSL,452
290339,MG,BR,BRASIL,54399,VIRGOLÂNDIA,17,PSL,851
290351,SP,BR,BRASIL,66737,MANDURI,17,PSL,3680
290352,SP,BR,BRASIL,68616,PINDAMONHANGABA,17,PSL,60525
290353,SP,BR,BRASIL,69698,RIBEIRÃO PRETO,17,PSL,51902
290354,SP,BR,BRASIL,71471,SUD MENNUCCI,17,PSL,2579
290375,PR,BR,BRASIL,74802,SANTA MARIA DO OESTE,17,PSL,2156
290376,PR,BR,BRASIL,75639,FOZ DO IGUAÇU,17,PSL,55759
290377,PR,BR,BRASIL,77470,PARANAPOEMA,17,PSL,730
290378,SC,BR,BRASIL,80594,CAIBI,17,PSL,2607
290379,SC,BR,BRASIL,81655,ITAPIRANGA,17,PSL,6907
290380,RS,BR,BRASIL,86150,CORONEL BICACO,17,PSL,1935
290381,RS,BR,BRASIL,87963,TIRADENTES DO SUL,17,PSL,1674
290627,SC,BR,BRASIL,83437,SCHROEDER,13,PT,1777
290628,RS,BR,BRASIL,88854,SÃO MARTINHO,13,PT,1099
290636,MT,BR,BRASIL,91677,VÁRZEA GRANDE,13,PT,26255
290637,GO,BR,BRASIL,92819,CACHOEIRA ALTA,13,PT,2448
290638,DF,BR,BRASIL,97012,BRASÍLIA,13,PT,19394
290650,PI,BR,BRASIL,10464,SANTA ROSA DO PIAUÍ,17,PSL,872
290651,PB,BR,BRASIL,19810,CAMPINA GRANDE,17,PSL,42488
290652,PE,BR,BRASIL,23310,BELÉM DO SÃO FRANCISCO,17,PSL,1341
290653,PE,BR,BRASIL,23612,CACHOEIRINHA,17,PSL,2734
290654,AL,BR,BRASIL,27278,CAMPO ALEGRE,17,PSL,4239
290673,ZZ,BR,BRASIL,29173,KATMANDU,17,PSL,12
290674,ZZ,BR,BRASIL,30279,PARAMARIBO,17,PSL,390
290675,BA,BR,BRASIL,34690,CONCEIÇÃO DO JACUÍPE,17,PSL,4475
290979,PI,BR,BRASIL,11630,PIO IX,17,PSL,1132
290980,RN,BR,BRASIL,16012,ACARI,17,PSL,2282
290981,PB,BR,BRASIL,20036,CUITÉ,17,PSL,2333
290995,SE,BR,BRASIL,32212,ROSÁRIO DO CATETE,17,PSL,1283
290996,BA,BR,BRASIL,35475,IBIPEBA,17,PSL,1122
290997,BA,BR,BRASIL,36706,JUCURUÇU,17,PSL,1190
290998,MG,BR,BRASIL,40088,CARNEIRINHO,17,PSL,2623
291001,RO,BR,BRASIL,736,ALTO ALEGRE DOS PARECIS,13,PT,2244
291002,PA,BR,BRASIL,5312,SANTA MARIA DO PARÁ,13,PT,8299
291010,MG,BR,BRASIL,54194,VAZANTE,17,PSL,5921
291011,RJ,BR,BRASIL,58696,NOVA IGUAÇU,17,PSL,38673
291012,SP,BR,BRASIL,62979,CAMPOS NOVOS PAULISTA,17,PSL,1714
291013,MA,BR,BRASIL,7692,COROATÁ,13,PT,22054
291014,PI,BR,BRASIL,10901,NOVO SANTO ANTÔNIO,13,PT,2511
291015,PI,BR,BRASIL,12157,SIMPLÍCIO MENDES,13,PT,5844
291016,PI,BR,BRASIL,12394,JATOBÁ DO PIAUÍ,13,PT,3677
291017,PB,BR,BRASIL,22071,SAPÉ,13,PT,19016
291554,MG,BR,BRASIL,45373,FREI INOCÊNCIO,17,PSL,2092
291555,MG,BR,BRASIL,50210,PIRAPETINGA,17,PSL,3392
291571,SP,BR,BRASIL,69418,QUINTANA,17,PSL,2473
291572,SP,BR,BRASIL,71072,SÃO PAULO,17,PSL,50509
291573,PR,BR,BRASIL,75299,CRUZEIRO DO OESTE,17,PSL,8283
291574,PR,BR,BRASIL,76236,IVAIPORÃ,17,PSL,11074
291586,SC,BR,BRASIL,81191,GRÃO-PARÁ,17,PSL,3723
291587,RS,BR,BRASIL,86061,VILA FLORES,17,PSL,2193
291588,RS,BR,BRASIL,87092,INDEPENDÊNCIA,17,PSL,2689
291879,SP,BR,BRASIL,71072,SÃO PAULO,17,PSL,48876
291880,SP,BR,BRASIL,71757,TAQUARITINGA,17,PSL,18278
291881,PR,BR,BRASIL,79154,TELÊMACO BORBA,17,PSL,26848
291882,SC,BR,BRASIL,80730,CANOINHAS,17,PSL,23636
291883,ZZ,BR,BRASIL,30783,WASHINGTON,13,PT,1191
291884,BA,BR,BRASIL,35971,ITABUNA,13,PT,25143
291885,BA,BR,BRASIL,37699,PALMAS DE MONTE ALTO,13,PT,10786
291886,BA,BR,BRASIL,38059,POJUCA,13,PT,14811
291896,SC,BR,BRASIL,82015,MAJOR GERCINO,17,PSL,1733
291897,SC,BR,BRASIL,83178,SÃO DOMINGOS,17,PSL,3339
291898,RS,BR,BRASIL,87718,NOVO HAMBURGO,17,PSL,49835
291899,MT,BR,BRASIL,90700,PONTAL DO ARAGUAIA,17,PSL,2116
291900,MG,BR,BRASIL,45578,GRUPIARA,13,PT,435
291901,MG,BR,BRASIL,50890,RIACHO DOS MACHADOS,13,PT,3166
291902,ES,BR,BRASIL,56316,CONCEIÇÃO DA BARRA,13,PT,8355
291908,TO,BR,BRASIL,92681,SÃO VALÉRIO,17,PSL,642
291909,GO,BR,BRASIL,94510,MARA ROSA,17,PSL,2847
291910,GO,BR,BRASIL,96318,TURVÂNIA,17,PSL,2237
291913,SP,BR,BRASIL,61352,AMÉRICO DE CAMPOS,13,PT,833
291914,SP,BR,BRASIL,61581,ALAMBARI,13,PT,747
291915,SP,BR,BRASIL,63738,CUNHA,13,PT,3725
291916,SP,BR,BRASIL,71072,SÃO PAULO,13,PT,28491
291932,PR,BR,BRASIL,79553,QUEDAS DO IGUAÇU,13,PT,6250
291933,SC,BR,BRASIL,80330,ASCURRA,13,PT,506
291934,SC,BR,BRASIL,81183,SÃO PEDRO DE ALCÂNTARA,13,PT,528
292204,MA,BR,BRASIL,9253,SÃO RAIMUNDO DAS MANGABEIRAS,13,PT,6857
292205,PI,BR,BRASIL,10383,PATOS DO PIAUÍ,13,PT,3353
292216,RN,BR,BRASIL,17256,LAGOA DE PEDRAS,13,PT,3789
292217,AL,BR,BRASIL,27898,MARAGOGI,13,PT,6265
292218,ZZ,BR,BRASIL,29882,KUAITE,13,PT,21
292224,BA,BR,BRASIL,35815,IPIRÁ,13,PT,26759
292225,MG,BR,BRASIL,40886,URUCUIA,13,PT,3170
292467,GO,BR,BRASIL,93009,APARECIDA DO RIO DOCE,17,PSL,873
292468,MT,BR,BRASIL,98973,VERA,17,PSL,3014
292806,GO,BR,BRASIL,95818,SANTA HELENA DE GOIÁS,13,PT,8692
292807,MS,BR,BRASIL,98051,DOURADINA,13,PT,1346
292808,PA,BR,BRASIL,4537,CONCEIÇÃO DO ARAGUAIA,17,PSL,11724
292820,PA,BR,BRASIL,5550,SENADOR JOSÉ PORFÍRIO,17,PSL,2329
292821,PI,BR,BRASIL,10499,CARACOL,17,PSL,685
292822,PI,BR,BRASIL,10669,BOA HORA,17,PSL,630
292823,PI,BR,BRASIL,10855,FRONTEIRAS,17,PSL,1121
292824,RN,BR,BRASIL,17191,JUCURUTU,17,PSL,2410
292825,RN,BR,BRASIL,17817,PASSA E FICA,17,PSL,2127
292835,PB,BR,BRASIL,21237,PEDRA LAVRADA,17,PSL,941
292836,SE,BR,BRASIL,31674,JAPOATÃ,17,PSL,1315
292837,BA,BR,BRASIL,33260,ANDORINHA,17,PSL,717
292838,BA,BR,BRASIL,35190,FLORESTA AZUL,17,PSL,1253
292845,MG,BR,BRASIL,40479,ALVORADA DE MINAS,17,PSL,573
292846,MG,BR,BRASIL,48275,MEDINA,17,PSL,3315
292847,MG,BR,BRASIL,49158,ONÇA DE PITANGUI,17,PSL,1467
293089,MG,BR,BRASIL,48356,MINAS NOVAS,13,PT,8750
293090,RJ,BR,BRASIL,60011,RIO DE JANEIRO,13,PT,31563
293091,SP,BR,BRASIL,62952,CAMPOS DO JORDÃO,13,PT,5455
293102,SC,BR,BRASIL,80160,URUPEMA,13,PT,624
293116,SC,BR,BRASIL,82619,PONTE ALTA,13,PT,1153
293117,RS,BR,BRASIL,86614,FLORES DA CUNHA,13,PT,2268
293118,RS,BR,BRASIL,86703,ENGENHO VELHO,13,PT,478
293119,RS,BR,BRASIL,87211,JAGUARÃO,13,PT,6699
293120,RS,BR,BRASIL,88838,SÃO MARCOS,13,PT,1960
293134,GO,BR,BRASIL,93343,ÁGUAS LINDAS DE GOIÁS,13,PT,27817
293135,GO,BR,BRASIL,93734,GOIÂNIA,13,PT,20478
293136,MT,BR,BRASIL,98310,JUÍNA,13,PT,6438
293713,MG,BR,BRASIL,53635,TAPIRAÍ,17,PSL,540
293714,MG,BR,BRASIL,53759,TIRADENTES,17,PSL,2629
293721,PI,BR,BRASIL,10235,BARRAS,13,PT,20081
293722,CE,BR,BRASIL,13412,BATURITÉ,13,PT,15675
293725,PR,BR,BRASIL,77534,PAULA FREITAS,17,PSL,2196
293726,PR,BR,BRASIL,79979,JESUÍTAS,17,PSL,3464
293727,SC,BR,BRASIL,82511,BALNEÁRIO PIÇARRAS,17,PSL,8993
293736,RN,BR,BRASIL,17493,MAXARANGUAPE,13,PT,4151
293737,AL,BR,BRASIL,27170,BELO MONTE,13,PT,2928
293738,AL,BR,BRASIL,27995,MATA GRANDE,13,PT,9558
293739,SE,BR,BRASIL,31054,ARACAJU,13,PT,54469
293744,RS,BR,BRASIL,86509,CAPITÃO,17,PSL,1322
293745,RS,BR,BRASIL,87424,PONTÃO,17,PSL,1297
293746,RS,BR,BRASIL,88412,SANTA MARIA,17,PSL,47831
293747,RS,BR,BRASIL,88722,TABAÍ,17,PSL,1719
293748,MT,BR,BRASIL,90727,SAPEZAL,17,PSL,6794
293749,GO,BR,BRASIL,95931,SÃO FRANCISCO DE GOIÁS,17,PSL,2146
293982,MA,BR,BRASIL,8451,NOVA IORQUE,17,PSL,364
293992,CE,BR,BRASIL,14834,MULUNGU,17,PSL,1050
293993,RN,BR,BRASIL,17434,MACAU,17,PSL,3254
294001,AL,BR,BRASIL,27499,DOIS RIACHOS,17,PSL,1072
294002,ZZ,BR,BRASIL,29823,IQUITOS,17,PSL,0
294003,SE,BR,BRASIL,31534,ILHA DAS FLORES,17,PSL,990
294004,BA,BR,BRASIL,36650,JIQUIRIÇÁ,17,PSL,1469
294005,BA,BR,BRASIL,38130,PRESIDENTE DUTRA,17,PSL,874
294006,MG,BR,BRASIL,40533,CACHOEIRA DE PAJEÚ,17,PSL,1403
294007,MG,BR,BRASIL,45152,FERNANDES TOURINHO,17,PSL,1077
294018,MG,BR,BRASIL,46558,ITAMBÉ DO MATO DENTRO,17,PSL,640
294019,MG,BR,BRASIL,49255,PADRE PARAÍSO,17,PSL,3280
294020,SP,BR,BRASIL,63037,CÂNDIDO RODRIGUES,17,PSL,1227
294021,SP,BR,BRASIL,63096,CAPIVARI,17,PSL,20783
294022,SP,BR,BRASIL,65218,IPERÓ,17,PSL,8473
294023,MA,BR,BRASIL,7552,CARUTAPERA,13,PT,8274
294024,CE,BR,BRASIL,14079,IBIAPINA,13,PT,9176
294025,RN,BR,BRASIL,16012,ACARI,13,PT,4000
294026,RN,BR,BRASIL,16578,CORONEL JOÃO PESSOA,13,PT,2409
294027,PB,BR,BRASIL,22330,TAVARES,13,PT,7133
294037,SP,BR,BRASIL,69671,RIBEIRÃO PIRES,17,PSL,10242
294038,BA,BR,BRASIL,33839,BOTUPORÃ,13,PT,5404
294039,BA,BR,BRASIL,37796,PAU BRASIL,13,PT,3064
294618,BA,BR,BRASIL,35432,IBICOARA,13,PT,6576
294619,BA,BR,BRASIL,38792,SÃO FÉLIX,13,PT,6214
294620,MG,BR,BRASIL,42021,DELTA,13,PT,2066
294621,MG,BR,BRASIL,42358,CANÁPOLIS,13,PT,3176
294622,MG,BR,BRASIL,44938,ESTRELA DO INDAIÁ,13,PT,631
294633,SP,BR,BRASIL,61891,AVARÉ,13,PT,9550
294634,SP,BR,BRASIL,66192,JUNDIAÍ,13,PT,13682
294635,SP,BR,BRASIL,69094,POPULINA,13,PT,1135
294648,SP,BR,BRASIL,70998,SÃO JOSÉ DOS CAMPOS,13,PT,26552
294649,PR,BR,BRASIL,77950,QUATRO BARRAS,13,PT,2824
294903,RS,BR,BRASIL,85952,CASCA,17,PSL,4279
294904,MS,BR,BRASIL,90433,BONITO,17,PSL,7096
294905,MG,BR,BRASIL,53554,SOLEDADE DE MINAS,13,PT,1149
294906,MG,BR,BRASIL,53759,TIRADENTES,13,PT,1764
294911,SP,BR,BRASIL,62430,BORÁ,13,PT,234
294912,SP,BR,BRASIL,63037,CÂNDIDO RODRIGUES,13,PT,430
294913,SP,BR,BRASIL,63371,CHAVANTES,13,PT,1738
294914,SP,BR,BRASIL,68535,PERUÍBE,13,PT,10296
294915,SP,BR,BRASIL,72397,VIRADOURO,13,PT,2120
294916,TO,BR,BRASIL,73563,MONTE SANTO DO TOCANTINS,13,PT,750
294937,PR,BR,BRASIL,75167,BOM JESUS DO SUL,13,PT,1686
294938,SC,BR,BRASIL,82279,NOVA VENEZA,13,PT,1482
295536,TO,BR,BRASIL,96490,PALMEIRÓPOLIS,13,PT,1658
295537,AM,BR,BRASIL,98477,TABATINGA,13,PT,15809
295538,ZZ,BR,BRASIL,99341,LILONGUE,13,PT,0
